Country,electricity,mortality,emissions,emissionsCapita,CPI,Current health expenditure (% of GDP),GDPGrowth,GDP,EducationSpending,Internet,lifeexp,Literacy,popLargeCity,Unemployment,population,continent,,unemploymentr
South Africa,84.4,20.908,435140,7.632729355,146.0537215,8.11311913,1.414512626,7475,18.71529961,56.16739447,63.538,87.04666901,5313563,27.04,59436725,Asia,7475,
South Africa,84.4,20.908,435140,7.632729355,146.0537215,8.11311913,1.414512626,7475,18.71529961,56.16739447,63.538,87.04666901,5313563,27.04,59436725,Africa,7346,
China,100,12.43,10017770,7.225768991,119.0880504,5.15119171,6.947200793,7346,..,54.3,76.47,..,24862075,3.9,1440297825,Asia,7318,
Turkmenistan,100,24.615,71960,12.49811773,..,6.93379545,6.500000047,7318,..,21.25099741,67.956,..,790827,..,6046292,..,7273,
Dominican Republic,100,19.799,23390,2.224840963,125.3535344,5.83058691,4.666704677,7273,..,67.57124533,73.689,..,3094465,5.83,10866667,North America,7273,
Dominican Republic,100,19.799,23390,2.224840963,125.3535344,5.83058691,4.666704677,7273,..,67.57124533,73.689,..,3094465,5.83,10866667,North America,7273,
Dominican Republic,100,19.799,23390,2.224840963,125.3535344,5.83058691,4.666704677,7273,..,67.57124533,73.689,..,3094465,5.83,10866667,Africa,7085,
Libya,70.33727264,19.38,56810,8.632790044,..,..,26.68090263,7085,..,21.75892062,72.52,..,1149730,..,6887247,Africa,6948,
Iran,99.94,19.011,620780,7.694930979,333.6733224,8.65966415,3.755196452,6948,20.04203033,64.04397362,76.271,..,8780950,12.23,84176929,Asia,6948,
Iran,99.94,19.011,620780,7.694930979,333.6733224,8.65966415,3.755196452,6948,20.04203033,64.04397362,76.271,..,8780950,12.23,84176929,Asia,6730,
St. Vincent and the Grenadines,99.97125244,14.403,270,2.458434251,107.1747766,4.3064785,1.000357879,6730,18.94894981,65.56,72.3,..,..,..,..,North America,6565,
Serbia,100,9.2,46900,6.680095225,138.6654534,8.23131752,2.101163847,6565,9.25646019,70.33083553,75.53902439,..,1382669,13.48,8731081,Europe,6565,
Serbia,100,9.2,46900,6.680095225,138.6654534,8.23131752,2.101163847,6565,9.25646019,70.33083553,75.53902439,..,1382669,13.48,8731081,Asia,6561,
Dominica,100,9.6,170,2.378953261,102.8522234,5.44028521,-6.79942797,6561,..,69.61966879,..,..,..,..,72017,North America,6561,
Dominica,100,9.6,170,2.378953261,102.8522234,5.44028521,-6.79942797,6561,..,69.61966879,..,..,..,..,72017,North America,6375,
Belarus,100,10.8,56240,5.921082,459.0252181,5.75974846,2.5321835,6375,12.28168964,74.43644541,74.12926829,..,1984675,5.65,9448772,Europe,6363,
Lebanon,100,17.67,29280,4.293649871,118.9993072,8.44765568,0.850699559,6363,..,78.18077489,78.833,..,2331897,..,6819976,Asia,6314,
Peru,94.8,18.134,53990,1.717004408,125.4163418,4.99378443,2.518835442,6314,18.23591995,50.45041218,76.286,94.14961243,10194477,3.69,33050211,South America,6142,
Thailand,99.9,10.513,260660,3.766228713,111.2868092,3.83202839,4.177681032,6142,..,52.89192934,76.683,..,9898653,0.83,69830779,Asia,6076,
Namibia,52.5,29.105,4330,1.802197016,146.0320916,8.28922272,-1.027250823,6076,..,36.83740647,63.021,..,391736,..,2548663,Africa,6076,
Namibia,52.5,29.105,4330,1.802197016,146.0320916,8.28922272,-1.027250823,6076,..,36.83740647,63.021,..,391736,..,2548663,Africa,6076,
Namibia,52.5,29.105,4330,1.802197016,146.0320916,8.28922272,-1.027250823,6076,..,36.83740647,63.021,..,391736,..,2548663,Africa,5828,
Bosnia and Herzegovina,100,8.293,22650,6.758099426,102.8515861,8.93159008,3.171434875,5828,..,64.89202051,77.128,..,342509,20.53,3277152,Europe,5765,
Azerbaijan,100,14.6,31970,3.244356904,149.5083333,3.73651457,0.153614647,5765,6.950399876,79,72.693,99.79122925,2258971,5,10154978,Europe,5706,
Iraq,99.83660889,29.693,174290,4.641199885,119.4183812,4.12501717,-1.753660845,5706,..,49.35999889,70.294,85.59999847,6654984,13.02,40372771,Asia,5706,
Iraq,99.83660889,29.693,174290,4.641199885,119.4183812,4.12501717,-1.753660845,5706,..,49.35999889,70.294,85.59999847,6654984,13.02,40372771,Asia,5617,
Guyana,90.33874512,20.202,2320,2.992706568,112.3742898,5.65979004,3.734494656,5617,17.63573074,37.32583679,69.624,..,..,..,787215,South America,5617,
Guyana,90.33874512,20.202,2320,2.992706568,112.3742898,5.65979004,3.734494656,5617,17.63573074,37.32583679,69.624,..,..,..,787215,Africa,5303,
North Macedonia,100,10.953,7860,3.775223391,110.9158333,6.5939827,1.081772738,5303,..,74.51682418,75.589,..,575931,22.38,2083359,Europe,5269,
Paraguay,99.3,20.787,8000,1.164982151,134.6105574,6.65456867,4.810078856,5269,..,61.07575622,73.992,..,3134940,4.61,7147553,South America,5205,
Ecuador,99.2,19.968,37760,2.249579931,124.0914087,8.25742912,2.368386526,5205,..,..,76.584,92.82978821,2844281,3.84,17688599,South America,4864,
Albania,99.89,11.934,5600,1.948872038,115.0592696,5.01059723,3.802197488,4864,12.39080048,62.4,78.333,..,466651,13.62,2877239,Europe,4793,
Algeria,99.61513519,24.846,145100,3.505747662,142.3842032,6.38032866,1.3,4793,..,47.69105515,76.499,..,2659373,13.57,43984569,Africa,4793,
Algeria,99.61513519,24.846,145100,3.505747662,142.3842032,6.38032866,1.3,4793,..,47.69105515,76.499,..,2659373,13.57,43984569,Africa,4785,
Jamaica,97.62187195,16.286,7190,2.461613887,150.7515234,6.14377928,0.997123062,4785,18.40254021,55.07206705,74.267,..,588487,11.63,2963429,North America,4698,
Eswatini,73.5,26.773,1040,0.924602243,155.1280446,6.91085625,2.026570236,4698,..,..,58.319,..,..,..,1162233,Africa,4650,
Fiji,96,21.56,1810,2.062772092,124.8947972,3.18689561,5.353631074,4650,..,49.96637301,67.252,99.08210754,..,..,897573,Oceania,4512,
Georgia,100,13.718,9630,2.583151735,124.1808583,7.05804443,4.842603225,4512,12.9533596,59.7055046,73.414,99.36425781,1077597,13.94,3987805,Europe,4415,
Tonga,98.33101654,24.626,180,1.764671281,121.0940352,5.05521584,3.322432544,4415,..,41.24872764,70.701,..,..,..,105901,..,4343,
Tunisia,100,18.01,29890,2.614261782,135.633146,7.25768566,1.918055729,4343,..,55.50015506,76.31,..,2254227,15.33,11839918,Africa,4211,
Belize,94.18984222,21.081,650,1.729758499,..,5.70125389,1.812936351,4211,21.29523087,47.0826258,74.365,..,..,6.6,398845,North America,4198,
Armenia,99.7,14.298,5320,1.806581049,124.2076293,10.36270523,7.500000002,4198,10.40312958,64.74488433,74.797,99.73606873,1077299,17.7,2964219,Europe,4133,
Kosovo,99.8,16.2,..,..,113.789451,..,4.226086496,4133,..,83.89359681,71.99512195,..,..,30.34,..,Europe,4120,
Indonesia,98.14,18.422,532920,2.01367107,142.1824123,2.86824059,5.069785901,4120,..,32.33580625,71.282,..,10401144,3.88,274021604,Asia,3997,30.34
Mongolia,93.87606049,24.833,19470,6.252834169,170.8005885,4.00506115,5.337037933,3997,12.64562035,23.71426517,69.509,..,1466589,6.36,3287242,Asia,3860,
Sri Lanka,97.5,16.106,23310,1.087017348,147.0878582,3.80975389,3.578169679,3860,14.49975967,21.3,76.648,91.89575195,593517,4.05,21428970,Asia,3848,
Samoa,96.8,24.689,300,1.535642257,111.7224715,5.50720882,1.044879689,3848,..,33.61093932,73.046,..,..,14.47,198643,..,3619,
Cabo Verde,91.32674408,19.919,590,1.097676461,107.9353643,5.36013222,3.702039188,3619,16.41258049,57.16214635,72.57,..,..,12.24,557026,Africa,3591,
Tuvalu,99.76225281,..,10,0.879894413,..,17.72825432,4.094017717,3591,..,49.31833862,..,..,..,..,11817,..,3441,
El Salvador,96.8,18.429,6380,0.998728265,109.9458609,7.22756004,2.252358774,3441,15.5920496,33.8207289,72.872,88.48271179,1104147,4.39,6491923,North America,3409,
Angola,43.0016098,41.281,30840,1.0343173,270.5102195,2.79150295,-0.147212941,3409,..,32,60.379,..,7515345,..,33032075,Africa,3321,
Moldova,99.98,10.274,8160,2.961717622,153.8424955,7.01328516,4.69079339,3321,18.33230019,76.12451989,71.717,..,515129,4.1,4032294,Europe,3305,
Morocco,100,19.399,65930,1.852941845,108.7695027,5.23623848,4.248949211,3305,..,61.76221201,76.218,..,3653152,..,36985624,Africa,3303,
Jordan,100,22.622,26100,2.667119021,119.3298693,8.11925125,2.087114551,3303,11.18813038,66.79031443,74.292,..,1966088,18.14,10220604,Asia,3236,
Guatemala,93.3,24.912,16510,1.026267857,132.8381008,5.81384373,3.079851491,3236,23.08805084,40.70304908,73.81,..,2813016,2.46,17971382,North America,3072,
Bhutan,97.7,17.459,1330,1.783886808,158.4306914,3.24491644,4.651834675,3072,24.04097939,..,71.129,66.5611496,..,..,773069,Asia,3042,
Philippines,93,21.036,136590,1.298718327,120.2113525,4.4460597,6.930988326,3042,..,..,70.952,..,13271721,2.55,109830324,Asia,3025,
West Bank and Gaza,99.7,29.905,..,..,110.9823502,..,1.419367563,3025,..,63.3,73.74,..,654538,25.68,..,Asia,2988,
Ukraine,100,9.4,174840,3.899968181,235.2992044,7.43332434,2.466035625,2988,13.05142021,58.88947945,71.78097561,..,2935992,9.5,43686577,Europe,2933,
Marshall Islands,94.21553802,..,180,3.100614955,..,16.40007591,3.382740806,2933,..,38.70116262,..,..,..,..,59259,..,2832,
Vanuatu,62.8,30.015,170,0.595448671,111.3845888,2.76094961,6.315604199,2832,12.69207954,25.71978784,70.172,..,..,..,308337,..,2818,
Egypt,100,27.05,238690,2.474943902,231.0941154,5.63305616,4.181221,2818,..,44.95020425,71.656,71.16825104,19648312,11.74,102659126,Africa,2751,
"Micronesia, Fed. Sts.",78.58091736,22.937,170,1.525197154,112.282554,12.31883812,2.682185944,2751,..,35.30405287,67.618,..,..,..,..,Asia,2520,
Congo (Kinshasa),46.12187958,33.378,3220,0.630050555,120.6571176,2.93953753,-4.373500998,2520,15.68220043,8.65,63.954,..,2135075,..,..,Africa,2490,
Bolivia,91.8,22.076,22250,1.987875656,142.4029535,6.4901948,4.195206334,2490,..,43.83227607,70.945,..,1790827,3.65,11700207,South America,2452,
Papua New Guinea,54.4,27.364,7700,0.912534407,143.7313837,2.27085471,3.534610818,2452,10.69820023,11.20919659,64.01,..,359441,..,8975531,Oceania,2452,
Papua New Guinea,54.4,27.364,7700,0.912534407,143.7313837,2.27085471,3.534610818,2452,10.69820023,11.20919659,64.01,..,359441,..,8975531,Oceania,2399,
Nigeria,54.4,38.384,112920,0.591596789,214.2321193,3.75553846,0.80588662,2399,..,28,53.95,..,13042316,8.39,206984347,Africa,2399,
Nigeria,54.4,38.384,112920,0.591596789,214.2321193,3.75553846,0.80588662,2399,..,28,53.95,..,13042316,8.39,206984347,Africa,2399,
Nigeria,54.4,38.384,112920,0.591596789,214.2321193,3.75553846,0.80588662,2399,..,28,53.95,..,13042316,8.39,206984347,Africa,2399,
Nigeria,54.4,38.384,112920,0.591596789,214.2321193,3.75553846,0.80588662,2399,..,28,53.95,..,13042316,8.39,206984347,Africa,2290,
Uzbekistan,100,22.1,111380,3.438864292,..,5.07679749,4.46152609,2290,23.03091049,48.69999885,71.388,..,2435365,5.8,33551824,Asia,2176,
Honduras,86.5,21.859,9000,0.954500448,138.0534322,7.00069904,4.842913911,2176,..,32.13636364,74.898,..,1318213,5.53,9931333,North America,2086,
Sudan,50.65546417,32.542,20340,0.498365757,545.174403,6.30497503,4.674112518,2086,..,..,64.881,..,5395378,..,44019263,Africa,2086,
Sudan,50.65546417,32.542,20340,0.498365757,545.174403,6.30497503,4.674112518,2086,..,..,64.881,..,5395378,..,44019263,Africa,1981,
India,92.45683289,18.083,2301440,1.7191902,160.3468515,3.53500652,6.795383419,1981,..,18.2,69.165,..,27602257,..,1382345085,Asia,1957,
Nicaragua,86.06150055,21.06,5400,0.845752981,147.1564659,8.31693268,4.631383681,1957,..,27.86304001,74.068,..,1040748,3.3,6638075,North America,1852,
Vietnam,100,16.979,222130,2.348081292,153.6316522,5.92534494,6.81224566,1852,..,58.14,75.241,..,7870501,1.87,97490013,Asia,1763,
Kiribati,98.6,28.294,80,0.70081382,101.8167556,10.77510738,0.89150817,1763,..,14.58181818,67.851,..,..,..,119760,..,1751,
Solomon Islands,62.9,32.877,350,0.550288508,126.5414528,4.74138927,5.343587695,1751,..,11.92422906,72.645,..,..,..,689671,..,1736,
Ghana,79,29.839,14780,0.507529429,230.8667718,3.32977843,8.128894916,1736,20.09763908,37.88415262,63.463,..,2907222,4.22,31181428,Africa,1715,
Mauritania,42.9,34.132,3800,0.887315176,128.0781676,4.50495195,3.497175006,1715,..,20.80096366,64.464,53.49758911,1154050,10.34,4669775,Africa,1706,
Lao PDR,93.6,23.955,18510,2.662148349,128.8680783,2.52514863,6.892530873,1706,..,25.51043508,67.277,..,657108,9.41,..,Asia,1706,
Lao PDR,93.6,23.955,18510,2.662148349,128.8680783,2.52514863,6.892530873,1706,..,25.51043508,67.277,..,657108,9.41,..,Africa,1660,
Zambia,40.3,36.699,6990,0.414747987,180.9490794,4.39748955,3.504336096,1660,14.80745029,..,63.043,..,2406227,11.63,18468257,Africa,1660,
Zambia,40.3,36.699,6990,0.414747987,180.9490794,4.39748955,3.504336096,1660,14.80745029,..,63.043,..,2406227,11.63,18468257,Africa,1660,
Zambia,40.3,36.699,6990,0.414747987,180.9490794,4.39748955,3.504336096,1660,14.80745029,..,63.043,..,2406227,11.63,18468257,Africa,1600,
Cote d'Ivoire,65.6,35.993,10380,0.424757468,112.4519787,4.45303488,7.359638088,1600,20.68033028,43.83992085,57.017,..,4787992,3.27,..,..,1541,
Myanmar,69.8148366,17.703,31400,0.588207515,144.6062642,5.09039927,6.404977325,1541,10.09710026,23.62108195,66.558,..,5053341,1.56,54473253,..,1481,
Cameroon,60.99382401,35.9,8320,0.338678511,114.5771444,3.4925251,3.549087318,1481,15.91162014,23.20297197,58.511,..,3458972,..,26655083,Africa,1456,
Senegal,61.7,35.12,9570,0.620648569,106.8705601,4.06742668,7.407486186,1456,21.04521942,29.64312367,67.38,51.90042114,2903112,3.690000057,16816539,Africa,1386,
Comoros,79.20166016,32.365,250,0.307166816,..,4.64801407,3.815702113,1386,..,8.478170295,63.912,..,..,..,872695,Africa,1283,
Sao Tome and Principe,74.27,31.967,130,0.627758516,171.6063318,6.46091604,3.848980918,1283,18.39999962,29.9312292,69.933,..,..,..,..,Africa,1283,
Sao Tome and Principe,74.27,31.967,130,0.627758516,171.6063318,6.46091604,3.848980918,1283,18.39999962,29.9312292,69.933,..,..,..,..,Europe,1277,
Haiti,43.34903336,24.75,3370,0.306855526,159.3962004,8.08468342,2.286127252,1277,15.36769962,31,63.29,..,2568981,..,11426356,North America,1273,
Lesotho,33.7,27.17,2440,1.166608974,141.4509021,8.94750309,-3.141949946,1273,15.11530972,39,52.947,..,..,..,2145194,Africa,1263,
Zimbabwe,40.14428329,31.732,10230,0.718570496,105.5084136,5.84977484,4.699399849,1263,20.78960037,24.4,60.812,..,1509901,..,14899771,Africa,1166,
Benin,34.5,36.621,7360,0.65860166,110.791799,2.6444838,5.671555469,1166,19.87965012,13.3,61.174,..,867158,..,12175480,Africa,1156,
Kenya,56.09143066,29.296,18890,0.376136379,172.4282386,4.8369956,4.805696525,1156,17.70870018,17.82710021,65.909,..,4222389,..,53968739,Africa,1155,
Pakistan,70.79,28.599,197700,0.950909547,156.9113459,2.90229368,5.554277437,1155,14.54477978,13.78,66.947,59.13204956,15020931,..,221612785,Asia,1135,
Cambodia,89.07,22.889,11370,0.710207176,124.5715414,5.928473,6.8414315,1135,..,32.90027854,69.289,..,1892615,0.14,16758448,Asia,1127,
Bangladesh,88,18.501,78710,0.492906613,161.2264589,2.27522182,7.284174423,1127,..,10.3,72.052,72.89296722,18894385,4.37,164972348,Asia,1072,
Kyrgyz Republic,100,24.8,9340,1.506889097,151.5925936,6.18586302,4.739937225,1072,15.7302599,38.19903776,71.2,..,975889,6.89,..,North America,1072,
Kyrgyz Republic,100,24.8,9340,1.506889097,151.5925936,6.18586302,4.739937225,1072,15.7302599,38.19903776,71.2,..,975889,6.89,..,Africa,1020,
Tajikistan,99.3,31.364,6370,0.717320532,..,7.2288146,7.100001403,1020,..,21.96,70.647,..,852071,..,9573310,Asia,1020,
Tajikistan,99.3,31.364,6370,0.717320532,..,7.2288146,7.100001403,1020,..,21.96,70.647,..,852071,..,9573310,Asia,937,
Tanzania,32.41840363,37.075,11360,0.207828911,175.0378356,3.63913774,6.785680114,937,24.39653969,15.99999943,64.479,..,5719486,..,60012400,Africa,912,
Uganda,32.72455978,38.947,5840,0.141862619,164.7001798,6.48715639,3.809129029,912,12.46216011,..,62.516,..,2843137,10.09,45974931,Africa,912,
Uganda,32.72455978,38.947,5840,0.141862619,164.7001798,6.48715639,3.809129029,912,12.46216011,..,62.516,..,2843137,10.09,45974931,Africa,869,
Guinea,35.4,36.765,2970,0.246115273,218.7104878,4.27482462,10.30000049,869,13.37679005,11.40002077,60.706,..,1798985,..,13191279,Africa,869,
Guinea,35.4,36.765,2970,0.246115273,218.7104878,4.27482462,10.30000049,869,13.37679005,11.40002077,60.706,..,1798985,..,13191279,Africa,869,
Guinea,35.4,36.765,2970,0.246115273,218.7104878,4.27482462,10.30000049,869,13.37679005,11.40002077,60.706,..,1798985,..,13191279,Africa,865,
Timor-Leste,83.23754883,29.453,600,0.482602191,141.5838971,4.33655405,-4.103609745,865,8.28357029,27.49273173,69.007,..,..,..,1322667,..,817,
Chad,10.9,42.683,1020,0.067924102,113.9811251,4.40445328,-2.988695986,817,16.3627491,6.49999812,53.712,..,1275726,..,16502877,Africa,799,
Rwanda,34.1,32.062,1050,0.087639054,146.6292873,6.93017101,3.976289694,799,11.07960987,21.76763262,68.341,..,1021081,17.36,13005303,Africa,799,
Rwanda,34.1,32.062,1050,0.087639054,146.6292873,6.93017101,3.976289694,799,11.07960987,21.76763262,68.341,..,1021081,17.36,13005303,Africa,781,
Nepal,89.92308044,20.196,11030,0.399165018,171.7976016,5.48825455,8.977279356,781,17.09638977,21.40351043,70.169,..,1277463,11.36,29225196,Asia,771,
Burkina Faso,17.21655655,38.419,4070,0.212053871,109.8315227,6.91190195,6.203489411,771,21.44400024,12,60.768,..,2415851,..,20997293,Africa,766,
Mali,34.78,42.078,5050,0.272789703,110.2292627,4.10388279,5.305456084,766,16.53433037,15.6,58.452,..,2368347,7.41,20346106,Africa,760,
Gambia,56.2,38.967,540,0.243913456,151.3842623,3.34084225,4.822611249,760,..,32,61.44,..,431446,..,2427782,Africa,760,
Gambia,56.2,38.967,540,0.243913456,151.3842623,3.34084225,4.822611249,760,..,32,61.44,..,431446,..,2427782,Africa,760,
Gambia,56.2,38.967,540,0.243913456,151.3842623,3.34084225,4.822611249,760,..,32,61.44,..,431446,..,2427782,Africa,661,
Togo,48,33.55,2070,0.268884387,111.5035993,6.02144766,4.347748238,661,23.14003944,12.36022497,60.489,..,1708106,3.74,8310934,Africa,643,
"Yemen, Rep.",79.2,31.04,10060,0.361417938,..,..,-5.071795639,643,..,26.71835477,66.086,..,2681100,..,..,Asia,615,
Guinea-Bissau,26,35.697,300,0.164100679,112.0136578,6.84708118,5.919176626,615,..,18,57.673,..,537014,..,1975718,Africa,615,
Guinea-Bissau,26,35.697,300,0.164100679,112.0136578,6.84708118,5.919176626,615,..,18,57.673,..,537014,..,1975718,Africa,615,
Guinea-Bissau,26,35.697,300,0.164100679,112.0136578,6.84708118,5.919176626,615,..,18,57.673,..,537014,..,1975718,Africa,589,
Mozambique,24.3,37.876,6020,0.210129447,170.7047775,8.14048672,3.741317593,589,18.33186913,7.8,59.309,60.65542984,1604256,..,31398811,Africa,571,
Afghanistan,97.7,33.211,7380,0.203327569,145.6107414,11.77723598,2.647003202,571,15.66137981,..,64.13,..,3913297,11.18,39074280,Asia,548,
Ethiopia,44.3,32.775,15460,0.145300853,241.9344152,3.50331593,9.564189643,548,..,18.61805145,65.872,51.7711792,4215965,..,115434444,Africa,548,
Liberia,24.2,33.426,1260,0.267958311,180.579023,8.15604591,2.468626095,548,8.258210182,16.3,63.295,48.30136108,1366976,..,5077411,Africa,548,
Liberia,24.2,33.426,1260,0.267958311,180.579023,8.15604591,2.468626095,548,8.258210182,16.3,63.295,48.30136108,1366976,..,5077411,Africa,535,
Niger,17.90511894,46.54,2070,0.09582274,108.8838789,7.66223145,4.999097165,535,13.21516037,10.22431156,61.599,..,1177828,7.77,24346468,Africa,512,
Malawi,12.7,34.593,1500,0.084888716,340.2421245,9.64243031,4.000030517,512,14.34010983,13.78216439,63.279,..,986455,5.76,19211425,Africa,512,
Malawi,12.7,34.593,1500,0.084888716,340.2421245,9.64243031,4.000030517,512,14.34010983,13.78216439,63.279,..,986455,5.76,19211425,Africa,481,
Madagascar,24.1,32.897,3500,0.13687642,160.7110191,5.5050993,3.933316171,481,..,..,66.311,..,2903952,..,27808395,Africa,466,
Sierra Leone,23.4,33.939,970,0.129533212,175.7826968,16.6201725,4.211182649,466,19.89410019,13.23693043,53.895,..,1104136,..,8004158,Africa,408,
Congo (Kinshasa),18.0063858,41.732,2280,0.028010253,..,4.15728664,3.726947653,408,14.00642014,8.619904916,60.026,..,12624344,..,..,Africa,371,
Central African Republic,14.16905403,35.66,310,0.067449619,145.4704699,6.66541529,4.527278213,371,..,..,52.24,..,832920,..,4843954,Africa,371,
Central African Republic,14.16905403,35.66,310,0.067449619,145.4704699,6.66541529,4.527278213,371,..,..,52.24,..,832920,..,4843954,Africa,371,
Central African Republic,14.16905403,35.66,310,0.067449619,145.4704699,6.66541529,4.527278213,371,..,..,52.24,..,832920,..,4843954,North America,214,
Burundi,9.3,39.646,570,0.052646114,188.6825292,7.51763725,0.500009999,214,20.40136909,2.660748535,60.898,68.37532806,846627,..,11948454,Africa,214,
Burundi,9.3,39.646,570,0.052646114,188.6825292,7.51763725,0.500009999,214,20.40136909,2.660748535,60.898,68.37532806,846627,..,11948454,Asia,0,
,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,
